Track URI,Track Name,Album Name,Artist Name(s),Release Date,Duration (ms),Popularity,Explicit,Added By,Added At,Genres,Record Label,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Time Signature
spotify:track:2qpQvKdVtxgTRu4q6xXrL7,"Campus","Vampire Weekend","Vampire Weekend",2008-01-27,176466,0,false,204029,2020-11-27T22:52:13Z,"indie,baroque pop","XL Recordings",0.637,0.704,7,-5.818,1,0.0658,0.22,0.0872,0.0849,0.645,162.959,4
spotify:track:2gam98EZKrF9XuOkU13ApN,"Promiscuous","Loose","Nelly Furtado,Timbaland",2006-01-01,242293,88,false,204029,2020-11-30T01:18:15Z,"","Mosley / Geffen",0.808,0.97,10,-6.098,0,0.0504,0.0573,0.0000617,0.154,0.868,114.328,4
spotify:track:5k38wzpLb15YgncyWdTZE4,"Him & I (with Halsey)","The Beautiful & Damned","G-Eazy,Halsey",2017-12-15,268866,82,true,204029,2020-12-05T02:42:25Z,"","BPG/RVG/RCA Records",0.589,0.731,2,-6.343,1,0.0868,0.0534,0,0.308,0.191,87.908,4
spotify:track:4OVFkPYP6T8IARtkeMsx3p,"Thank You","MKTO","MKTO",2014,229880,0,false,204029,2020-12-09T04:59:38Z,"","Columbia/M2V",0.65,0.943,11,-4.751,1,0.0692,0.0171,0,0.15,0.8,126.008,4
spotify:track:2V4bv1fNWfTcyRJKmej6Sj,"Cooler Than Me - Single Mix","31 Minutes to Takeoff","Mike Posner,Gigamesh",2010-08-09,213293,81,false,204029,2020-12-09T09:01:37Z,"nu disco,french house,indie dance","J Records",0.768,0.82,7,-4.63,0,0.0474,0.179,0,0.689,0.625,129.965,4
spotify:track:6KfoDhO4XUWSbnyKjNp9c4,"Maniac","Kid Krow","Conan Gray",2020-03-20,185773,78,false,204029,2020-12-09T09:09:44Z,"","Republic Records",0.628,0.639,8,-5.46,1,0.0435,0.00162,0,0.354,0.493,108.045,4
spotify:track:3U1TuSqHIubBA10cVP7Sk6,"I Think I'm In Love","My Garden","Kat Dahlia",2015-01-09,202666,69,true,204029,2020-12-16T08:52:36Z,"","Epic/Vested In Culture",0.632,0.638,7,-6.731,1,0.0505,0.137,0,0.125,0.574,121.868,3
spotify:track:4xqrdfXkTW4T0RauPLv3WA,"Heather","Kid Krow","Conan Gray",2020-03-20,198040,87,false,204029,2020-12-23T05:05:57Z,"","Republic Records",0.357,0.425,5,-7.301,1,0.0333,0.584,0,0.322,0.27,102.078,3
spotify:track:3MjUtNVVq3C8Fn0MP3zhXa,"...Baby One More Time","...Baby One More Time (Digital Deluxe Version)","Britney Spears",1999-01-12,211066,85,false,204029,2020-12-29T07:43:26Z,"pop","Jive",0.759,0.699,0,-5.745,0,0.0307,0.202,0.000131,0.443,0.907,92.96,4
spotify:track:6I3KeXBT0E9MoMqYz8srVq,"White Walls (feat. ScHoolboy Q & Hollis)","The Heist","Macklemore & Ryan Lewis,Hollis,ScHoolboy Q",2012-10-10,220319,1,true,204029,2021-01-01T02:54:49Z,"","Macklemore",0.767,0.782,7,-5.545,1,0.14,0.0541,0,0.338,0.827,116.491,4
spotify:track:235LXPXfi0SmOaS9TaCh3c,"Teenage Dream","Teenage Dream","Katy Perry",2010-08-24,227741,72,false,204029,2021-01-05T05:01:02Z,"pop","Capitol Records",0.719,0.798,10,-4.582,1,0.0361,0.0162,0.00000234,0.134,0.591,120.012,4
spotify:track:37sINbJZcFdHFAsVNsPq1i,"Superheroes","No Sound Without Silence","The Script",2014-09-15,245466,80,false,204029,2021-01-16T06:51:28Z,"","Columbia",0.49,0.885,3,-4.121,1,0.0396,0.00218,0,0.0741,0.64,166.996,4
spotify:track:0TCmhnbMpw5zwPsTvlXTJi,"Runaway","All My Demons Greeting Me as a Friend (Deluxe)","AURORA",2014,248826,2,false,204029,2021-01-27T07:39:07Z,"norwegian pop,art pop","Glassnote Entertainment Group LLC",0.521,0.277,11,-10.34,1,0.0356,0.634,0.0000707,0.103,0.13,115.01,4
spotify:track:0ZMT1HdgTNjFpgzuoK6n0y,"I'm Ready","Living Room","AJR",2015-03-06,227378,44,false,204029,2021-02-01T21:55:01Z,"","Liberator Music",0.601,0.877,9,-3.557,1,0.106,0.0108,0,0.31,0.598,77.969,4
spotify:track:2PIvq1pGrUjY007X5y1UpM,"Earned It (Fifty Shades Of Grey) - From The Fifty Shades Of Grey Soundtrack","Earned It (Fifty Shades Of Grey) [From The Fifty Shades Of Grey Soundtrack]","The Weeknd",2014-12-23,252226,74,false,204029,2021-02-09T22:26:02Z,"","Fifty Shades of Grey",0.659,0.381,2,-5.922,0,0.0304,0.385,0,0.0972,0.426,119.844,3
spotify:track:11FvynPeozvRw769iN9kV7,"Call Out My Name","The Highlights","The Weeknd",2021-02-05,228382,49,false,204029,2021-02-09T22:26:19Z,"","Universal Republic Records",0.471,0.581,1,-5.195,1,0.0345,0.19,0,0.309,0.161,133.991,3
spotify:track:1OhyE4pJdNDLvBjJsc6mo3,"Let Me Down Easy","Bombs Away","Sheppard",2014-07-11,227631,40,false,204029,2021-02-14T00:32:04Z,"","Empire Of Song",0.556,0.588,9,-6.274,1,0.0325,0.307,0,0.0956,0.298,144.979,4
spotify:track:55Am8neGJkdj2ADaM3aw5H,"Train Wreck","Back from the Edge","James Arthur",2016-10-28,208826,82,false,204029,2021-02-24T05:15:58Z,"soft pop","Columbia",0.311,0.485,6,-5.726,0,0.0365,0.701,0,0.0726,0.225,77.355,4
spotify:track:3H3r2nKWa3Yk5gt8xgmsEt,"This City","This City","Sam Fischer",2019-12-11,194853,70,false,204029,2021-02-27T01:20:43Z,"","RCA Records Label",0.605,0.377,11,-6.213,1,0.0443,0.733,0,0.0808,0.519,73.877,4
spotify:track:1Xi84slp6FryDSCbzq4UCD,"Arcade","Arcade","Duncan Laurence",2019-03-07,183624,78,false,204029,2021-02-28T06:16:53Z,"","Universal Music, a division of Universal International Music BV",0.459,0.331,9,-12.603,0,0.0421,0.817,0.00104,0.135,0.271,72.023,3
spotify:track:48gAcPH3stFshFnGDvo6SQ,"Keep On Movin'","Let's Dance","Five,Steve Mac",2001-01-16,197026,43,false,204029,2021-03-03T21:58:21Z,"","RCA Camden",0.74,0.852,7,-8.051,1,0.0328,0.0305,0.0000018,0.0778,0.963,135.035,4
spotify:track:2RqtfcLB7iOZj0zYB8Auhu,"Jealous","Nick Jonas X2","Nick Jonas",2015-11-20,223106,71,false,204029,2021-03-08T22:03:15Z,"","Safehouse Records / Island Records",0.7,0.701,11,-3.834,0,0.16,0.013,0,0.461,0.38,93.003,4
spotify:track:5rEvuW4YhwobKwGL1HPrXA,"Let Her Go","All the Little Lights (Deluxe Version)","Passenger",2013-11-29,252733,68,false,204029,2021-03-08T22:17:13Z,"folk pop","Black Crow Records",0.479,0.545,7,-7.346,1,0.0688,0.365,0,0.0963,0.243,74.897,4
spotify:track:4e6ZN0EcEqYx74BTC5xQzy,"The Man","Lift Your Spirit","Aloe Blacc",2013-01-01,255906,68,false,204029,2021-03-09T05:14:50Z,"","Interscope",0.533,0.755,11,-7.25,0,0.0419,0.0332,0,0.233,0.472,86.034,4
spotify:track:3cfOd4CMv2snFaKAnMdnvK,"All Star","Astro Lounge","Smash Mouth",1999-06-08,200373,82,false,204029,2021-03-10T12:45:28Z,"","Interscope",0.731,0.867,11,-5.881,1,0.032,0.0394,0,0.0861,0.776,104.02,4
spotify:track:3RiPr603aXAoi4GHyXx0uy,"Hymn for the Weekend","A Head Full of Dreams","Coldplay",2015-12-04,258266,86,false,204029,2021-03-10T12:50:51Z,"","Parlophone UK",0.491,0.693,0,-6.487,0,0.0377,0.211,0.00000692,0.325,0.412,90.027,4
spotify:track:1W0z9ZFfzkpvAQ23Sd7Cti,"Body Like A Back Road","Body Like A Back Road","Sam Hunt",2017-02-01,165386,0,false,204029,2021-03-10T12:51:38Z,"country,pop country","Universal Music Group",0.731,0.466,5,-7.219,1,0.0327,0.484,0.00000142,0.105,0.653,98.959,4
spotify:track:0afhq8XCExXpqazXczTSve,"Galway Girl","÷ (Deluxe)","Ed Sheeran",2017-03-03,170826,83,false,204029,2021-03-10T12:51:55Z,"soft pop","Atlantic Records UK",0.624,0.876,9,-3.374,1,0.1,0.0735,0,0.327,0.781,99.943,4
spotify:track:70OTIpw8x8UXUsuCHW9i1i,"Drag Me Down","Drag Me Down","One Direction",2015-07-31,192106,1,false,204029,2021-03-10T12:52:01Z,"","Syco Music",0.723,0.711,0,-5.576,0,0.0378,0.0997,0,0.0528,0.606,138.098,4
spotify:track:3BJm2KbylyJuzZjRUFXLBJ,"Classic","MKTO","MKTO",2012,175426,58,false,204029,2021-03-10T12:52:06Z,"","Columbia/M2V",0.72,0.79,1,-4.686,1,0.125,0.0383,0,0.156,0.755,102.068,4
spotify:track:0mtmrbRFsectINNpHdDkUQ,"Just Imagine It","Bad Girls EP","MKTO",2015-07-24,250746,51,false,204029,2021-03-10T12:52:12Z,"","Columbia/M2V",0.699,0.761,10,-4.337,1,0.0457,0.0466,0,0.107,0.443,120.044,4
spotify:track:7BrsBU0BAytRDvROM4yCbn,"Thunder","Evolve","Imagine Dragons",2017-06-23,187146,0,false,204029,2021-03-10T12:52:15Z,"","Kid Ina Korner / Interscope",0.601,0.809,0,-4.814,1,0.0441,0.00763,0.0757,0.145,0.249,167.96,4
spotify:track:3vaorwB6JOPAdvSiHSRQiZ,"Stitches","Handwritten (Deluxe)","Shawn Mendes",2015-04-13,206880,3,false,204029,2021-03-10T12:52:22Z,"","Island Records",0.752,0.754,1,-6.684,1,0.0615,0.0151,0,0.0486,0.755,149.789,4
spotify:track:5CtI0qwDJkDQGwXD1H1cLb,"Despacito - Remix","Despacito Feat. Justin Bieber (Remix)","Luis Fonsi,Daddy Yankee,Justin Bieber",2017-04-17,228826,5,false,204029,2021-03-10T12:52:27Z,"latin,reggaeton","Universal Music Group",0.694,0.815,2,-4.328,1,0.12,0.229,0,0.0924,0.813,88.931,4
spotify:track:0KKkJNfGyhkQ5aFogxQAPU,"That's What I Like","24K Magic","Bruno Mars",2016-11-17,206693,89,false,204029,2021-03-10T12:52:31Z,"","Atlantic Records",0.853,0.56,1,-4.961,1,0.0406,0.013,0,0.0944,0.86,134.066,4
spotify:track:2mfUa8bLs2s5N4VaqJZ4lZ,"Most Girls","Most Girls","Hailee Steinfeld",2017-04-28,204400,1,false,204029,2021-03-10T12:52:40Z,"","Universal Music Group",0.755,0.57,9,-7.132,1,0.0888,0.0416,0,0.0891,0.406,102.991,4
spotify:track:5UEnHoDYpsxlfzWLZIc7LD,"River (feat. Ed Sheeran)","Revival","Eminem,Ed Sheeran",2017-12-15,221013,3,true,204029,2021-03-10T12:52:49Z,"rap,hip hop,soft pop","Universal Music Group",0.757,0.748,8,-5.794,0,0.473,0.17,0,0.0759,0.693,90.052,4
spotify:track:5pfJsMwoRYKampPay8amX0,"Downtown (feat. Melle Mel Grandmaster Caz Kool Moe Dee & Eric Nally)","This Unruly Mess I've Made","Macklemore & Ryan Lewis,Macklemore,Ryan Lewis,Grandmaster Melle Mel,Grandmaster Caz,Kool Moe Dee,Eric Nally",2016-02-26,292593,69,true,204029,2021-03-10T12:53:15Z,"east coast hip hop,new jack swing","Macklemore",0.828,0.609,1,-4.402,1,0.0694,0.0916,0.00000121,0.291,0.707,109.725,4
spotify:track:6MiqdbagcOqDMxhovDOIpF,"Troublemaker (feat. Flo Rida)","Troublemaker (feat. Flo Rida)","Olly Murs,Flo Rida",2012-10-15,186600,0,false,204029,2021-03-10T12:53:19Z,"","Epic",0.762,0.857,0,-3.574,0,0.056,0.0195,0,0.182,0.967,105.989,4
spotify:track:1X1DWw2pcNZ8zSub3uhlNz,"Hall of Fame (feat. will.i.am)","#3","The Script,will.i.am",2012-09-10,202533,72,false,204029,2021-03-10T12:53:24Z,"","Epic/Phonogenic",0.421,0.873,10,-4.343,1,0.0564,0.0654,0,0.123,0.629,84.786,4
spotify:track:2MuOQdl7uyEteKYCQtG4XE,"I Said Hi","I Said Hi","Amy Shark",2018-04-11,168664,43,false,204029,2021-03-10T12:53:41Z,"","Wonderlick",0.317,0.86,6,-3.798,1,0.132,0.00753,0,0.0554,0.352,72.101,4
spotify:track:6b8Be6ljOzmkOmFslEb23P,"24K Magic","24K Magic","Bruno Mars",2016-11-17,225983,84,false,204029,2021-03-10T12:53:45Z,"","Atlantic Records",0.818,0.803,1,-4.282,1,0.0797,0.034,0,0.153,0.632,106.97,4
spotify:track:4Pbg79cTBu4vgSphoyNq3j,"2002","2002","Anne-Marie",2018-04-19,186986,64,false,204029,2021-03-10T12:53:49Z,"","Atlantic Records UK",0.697,0.683,1,-2.881,0,0.117,0.0372,0,0.137,0.603,96.133,4
spotify:track:42ydLwx4i5V49RXHOozJZq,"Scars To Your Beautiful","Know-It-All (Deluxe)","Alessia Cara",2016-03-11,230226,73,false,204029,2021-03-10T12:53:54Z,"","EP Entertainment, LLC / Def Jam",0.319,0.739,0,-5.74,1,0.272,0.0285,0,0.111,0.449,194.169,4
spotify:track:7I8EGPtqTwlC0UlCAkpYtP,"I Found A Girl","Wake Up (Deluxe)","The Vamps",2015-10-13,179440,55,false,204029,2021-03-10T12:54:00Z,"","EMI",0.717,0.856,4,-4.68,1,0.0565,0.118,0,0.274,0.645,89.982,4
spotify:track:58q2HKrzhC3ozto2nDdN4z,"I Like It","Invasion of Privacy","Cardi B,Bad Bunny,J Balvin",2018-04-06,253390,80,true,204029,2021-03-10T12:54:08Z,"reggaeton,trap latino,urbano latino,latin","Atlantic/KSR",0.816,0.726,5,-3.998,0,0.129,0.099,0,0.372,0.65,136.048,4
spotify:track:5rb9QrpfcKFHM1EUbSIurX,"Yeah! (feat. Lil Jon & Ludacris)","Confessions (Expanded Edition)","USHER,Lil Jon,Ludacris",2004-03-23,250373,88,false,204029,2021-03-10T12:54:25Z,"r&b,crunk,southern hip hop","LaFace Records",0.894,0.791,2,-4.699,1,0.112,0.0183,0,0.0388,0.583,105.018,4
spotify:track:1rfofaqEpACxVEHIZBJe6W,"Havana (feat. Young Thug)","Camila","Camila Cabello,Young Thug",2018-01-12,217306,84,false,204029,2021-03-10T12:55:09Z,"rap,melodic rap,trap","Syco Music/Epic",0.765,0.523,2,-4.333,1,0.03,0.184,0.0000356,0.132,0.394,104.988,4
spotify:track:4kbj5MwxO1bq9wjT5g9HaA,"Shut Up and Dance","TALKING IS HARD","WALK THE MOON",2014-12-02,199080,88,false,204029,2021-03-10T12:55:45Z,"","RCA Records Label",0.578,0.866,1,-3.804,1,0.0619,0.00701,0,0.257,0.619,128.038,4
spotify:track:5k5fWendNngd89O8JKoE8L,"Better When I'm Dancin'","Better When I'm Dancin'","Meghan Trainor",2015-10-14,176266,74,false,204029,2021-03-10T12:56:37Z,"","Epic",0.756,0.789,2,-7.002,1,0.0324,0.53,0.000711,0.157,0.873,127.987,4
spotify:track:4Q99wmrzQFtK3oweyLkWij,"Oh My Love","ATLAS (Deluxe)","The Score",2017-10-13,218133,54,false,204029,2021-03-14T07:54:56Z,"","Universal Records",0.564,0.919,7,-3.432,1,0.155,0.0278,0,0.251,0.733,149.02,4
spotify:track:48QmG1dfvMuYLxMPt7KSRA,"No Lie","Mad Love The Prequel","Sean Paul,Dua Lipa",2018-06-29,221176,87,false,204029,2021-03-18T05:32:35Z,"dancehall,pop","Universal-Island Records Ltd.",0.742,0.882,7,-2.862,1,0.117,0.0466,0,0.206,0.463,102.04,4
spotify:track:0Mlm5SrNK34Jqn8Rk1Gs3g,"Sit Still Look Pretty","Sit Still Look Pretty","Daya",2016-10-07,202221,1,false,204029,2021-03-25T04:03:28Z,"","Z-Entertainment",0.657,0.739,2,-4.081,1,0.274,0.141,0,0.178,0.543,181.994,4
spotify:track:7F1CiKqrY44kh5cDqwHOnx,"Love Is Gone - Acoustic","Love Is Gone (Acoustic)","SLANDER,Dylan Matthew",2019-11-13,176971,77,false,204029,2021-04-04T02:43:21Z,"melodic bass,dubstep,edm,future bass","Gud Vibrations / Create Music Group Inc.",0.541,0.153,6,-10.654,1,0.0303,0.882,0.00000166,0.16,0.359,139.644,4
spotify:track:3BZEcbdtXQSo7OrvKRJ6mb,"MONTERO (Call Me By Your Name)","MONTERO (Call Me By Your Name)","Lil Nas X",2021-03-26,137875,4,true,204029,2021-04-07T06:40:38Z,"","Columbia",0.61,0.508,8,-6.682,0,0.152,0.297,0,0.384,0.758,178.818,4
spotify:track:7kPYMrNaz5UTih75OfjTIV,"Bright Lights Bigger City","The Lady Killer (Deluxe)","CeeLo Green",2010-11-09,218280,56,false,204029,2021-04-08T00:55:02Z,"","Radiculture/Elektra",0.632,0.749,4,-5.125,1,0.0294,0.000282,0.0000131,0.73,0.702,108.994,4
spotify:track:0lffSVtReDXE3gRUZ2dt2F,"Summertime Girls","Summertime Girls","Masketta Fall",2014-12-05,163848,28,false,204029,2021-04-08T01:01:43Z,"","Universal Music Australia Pty. Ltd.",0.543,0.952,3,-2.182,1,0.178,0.0173,0,0.23,0.962,194.125,4
spotify:track:4ZbxCqfuccVoNMUqlS4Vgt,"Iris - Acoustic","Iris (Acoustic)","Adam Christopher",2019-03-25,184200,0,false,204029,2021-04-25T06:02:21Z,"acoustic pop","Tristar Records",0.589,0.249,2,-10.086,1,0.0329,0.717,0,0.106,0.363,150.096,3
spotify:track:463CkQjx2Zk1yXoBuierM9,"Levitating (feat. DaBaby)","Levitating (feat. DaBaby)","Dua Lipa,DaBaby",2020-10-01,203064,70,false,204029,2021-05-05T05:34:01Z,"pop","Warner Records",0.702,0.825,6,-3.787,0,0.0601,0.00883,0,0.0674,0.915,102.977,4
spotify:track:02MWAaffLxlfxAUY7c5dvx,"Heat Waves","Dreamland (+ Bonus Levels)","Glass Animals",2020-08-06,238805,16,false,204029,2021-05-07T23:33:59Z,"","Polydor Records",0.761,0.525,11,-6.9,1,0.0944,0.44,0.0000067,0.0921,0.531,80.87,4
spotify:track:6PERP62TejQjgHu81OHxgM,"good 4 u","good 4 u","Olivia Rodrigo",2021-05-14,178147,23,true,204029,2021-05-23T02:38:48Z,"","Olivia Rodrigo PS",0.556,0.661,6,-5.052,0,0.204,0.3,0,0.101,0.668,168.56,4
spotify:track:0l0CvurVUrr2w3Jj1hOVFc,"NO","Thank You (Deluxe Version)","Meghan Trainor",2017-05-12,213506,79,false,204029,2021-05-23T08:02:54Z,"","Epic",0.557,0.803,1,-3.599,0,0.213,0.0124,0.00000161,0.737,0.657,92.134,4
spotify:track:3v0uXfyMEZ1lGvBOv1Y4ar,"Bring It All Back","S Club","S Club",1999-01-01,214400,63,false,204029,2021-05-27T22:29:23Z,"","UMC (Universal Music Catalogue)",0.679,0.903,4,-4.914,1,0.0463,0.333,0,0.372,0.872,108.114,4
spotify:track:4JE6agBLHGA5TaF6FlqfBD,"As the World Caves In","As the World Caves In","Matt Maltese",2017-03-06,218754,71,false,204029,2021-05-28T11:41:09Z,"","Cafe Bleu Recordings",0.331,0.45,10,-5.362,1,0.034,0.365,0.00464,0.22,0.18,123.829,4
spotify:track:5gb9UJkh8TfrNMRYOJNbew,"Gives You Hell","When The World Comes Down","The All-American Rejects",2008-01-01,213106,72,false,204029,2021-06-10T23:44:10Z,"pop punk,emo","Interscope",0.718,0.691,4,-6.44,1,0.0387,0.0159,0,0.0627,0.552,100.008,4
spotify:track:2z4U9d5OAA4YLNXoCgioxo,"What the Hell","Goodbye Lullaby (Expanded Edition)","Avril Lavigne",2011-03-08,220706,80,false,204029,2021-06-12T08:32:36Z,"","Epic",0.578,0.926,6,-3.689,0,0.0548,0.00472,0.0127,0.14,0.877,149.976,4
spotify:track:06KyNuuMOX1ROXRhj787tj,"We Don't Talk Anymore (feat. Selena Gomez)","Nine Track Mind","Charlie Puth,Selena Gomez",2016-01-29,217706,81,false,204029,2021-06-16T21:59:13Z,"soft pop,pop","Artist Partner",0.728,0.563,1,-8.053,0,0.134,0.621,0,0.179,0.352,100.017,4
spotify:track:7lQWRAjyhTpCWFC0jmclT4,"Gangsta's Paradise","Gangsta's Paradise","Coolio,L.V.",1995-11-07,240693,11,false,204029,2021-06-19T07:46:40Z,"west coast hip hop,g-funk,new jack swing","Tommy Boy Music, LLC",0.647,0.514,8,-10.05,1,0.0593,0.0655,0,0.398,0.387,79.974,4
spotify:track:5xEM5hIgJ1jjgcEBfpkt2F,"Complicated","Let Go","Avril Lavigne",2002-06-04,244506,85,false,204029,2021-06-22T05:13:09Z,"","Arista",0.585,0.776,5,-5.898,1,0.0459,0.0572,0.00000774,0.3,0.427,77.987,4
spotify:track:4wH4dJgrsxONID6KS2tDQM,"Maneater","Loose","Nelly Furtado",2006-01-01,258893,86,false,204029,2021-06-26T03:52:09Z,"","Mosley / Geffen",0.796,0.778,6,-4.81,1,0.0397,0.0258,0.000386,0.121,0.789,132.724,4
spotify:track:5CZ40GBx1sQ9agT82CLQCT,"traitor","SOUR","Olivia Rodrigo",2021-05-21,229226,89,false,204029,2021-07-03T07:22:47Z,"","Olivia Rodrigo PS",0.38,0.339,3,-7.885,1,0.0338,0.691,0,0.12,0.0849,100.607,4
spotify:track:78q4ESvMkPVJzHAV11LAGE,"Little Bit of Love","Little Bit of Love (Acoustic)","Tom Grennan",2021-01-29,226268,60,false,204029,2021-08-04T04:58:36Z,"","Insanity Records",0.689,0.706,1,-4.48,0,0.0312,0.0833,0,0.105,0.623,106.52,4
spotify:track:0mA7zotmg2ZFMRALljdZsS,"Cloudy Day","Cloudy Day","Tones And I",2021-06-10,185303,61,false,204029,2021-08-04T04:58:55Z,"","Elektra (NEK)",0.705,0.776,4,-6.096,1,0.0445,0.0643,0.00000281,0.0246,0.366,116.011,4
spotify:track:4pt5fDVTg5GhEvEtlz9dKk,"I WANNA BE YOUR SLAVE","Teatro d'ira - Vol. I","Måneskin",2021-03-19,173346,84,true,204029,2021-08-04T04:59:15Z,"","RCA Records Label",0.75,0.608,1,-4.008,1,0.0387,0.00165,0,0.178,0.958,132.507,4
spotify:track:3qI94hINNNeb4S7xQi18lS,"Blame It on the Boogie","Destiny","The Jacksons",1978-12-17,214200,75,false,204029,2021-08-05T06:53:10Z,"disco,motown,philly soul","Epic",0.774,0.641,1,-10.193,1,0.0799,0.0765,0,0.0867,0.875,113.256,4
spotify:track:4CeAaWrgDx4hf9m1rxWYLU,"Sober","Funhouse","P!nk",2008-10-24,251533,49,false,204029,2021-08-09T05:17:40Z,"","LaFace Records",0.611,0.798,6,-4.907,1,0.0306,0.0696,0,0.182,0.408,90.928,4
spotify:track:0zMzyHAeMvwq5CRstru1Fp,"Lost Boy","Safe Haven","Ruth B.",2017-05-05,276066,72,false,204029,2021-08-09T22:16:07Z,"","Columbia",0.586,0.128,7,-9.297,1,0.0496,0.963,0,0.0858,0.371,123.498,4
spotify:track:0nnRUsgfm4uQUYTCIH9NZy,"Pills N Potions","The Pinkprint (International Deluxe Explicit)","Nicki Minaj",2014-12-12,268000,63,true,204029,2021-08-13T07:58:33Z,"","Nicki Minaj/Cash Money",0.391,0.604,7,-8.104,1,0.212,0.00812,0.00000491,0.0443,0.168,169.391,4
spotify:track:2DgdHcjWmO3qd50RzuBLgZ,"House of Memories","Death of a Bachelor","Panic! At The Disco",2016-01-15,208706,80,false,204029,2021-08-18T22:23:05Z,"emo","Decaydance/Fueled By Ramen",0.506,0.817,11,-5.051,0,0.0335,0.00272,0,0.0486,0.506,109.952,4
spotify:track:18AJRdgUoO9EYn11N7xzaT,"Habits (Stay High)","Queen Of The Clouds","Tove Lo",2014-09-24,209160,77,false,204029,2021-08-18T22:23:49Z,"","Universal Music AB",0.733,0.65,5,-3.539,1,0.0315,0.0703,0.0000659,0.0829,0.348,110.003,4
spotify:track:3U4isOIWM3VvDubwSI3y7a,"All of Me","Love In The Future (Expanded Edition)","John Legend",2013-08-30,269560,88,false,204029,2021-08-21T05:48:27Z,"soft pop,neo soul","G.O.O.D. Music/Columbia",0.422,0.264,8,-7.064,1,0.0322,0.922,0,0.132,0.331,119.93,4
spotify:track:4rHZZAmHpZrA3iH5zx8frV,"Mirrors","The 20/20 Experience (Deluxe Version)","Justin Timberlake",2013-03-15,484146,85,false,204029,2021-08-29T22:10:40Z,"","RCA Records Label",0.574,0.512,5,-6.664,0,0.0503,0.234,0,0.0946,0.512,76.899,4
spotify:track:27NovPIUIRrOZoCHxABJwK,"INDUSTRY BABY (feat. Jack Harlow)","INDUSTRY BABY (feat. Jack Harlow)","Lil Nas X,Jack Harlow",2021-07-23,212000,77,true,204029,2021-09-03T04:42:21Z,"","Columbia",0.736,0.704,3,-7.409,0,0.0615,0.0203,0,0.0501,0.894,149.995,4
spotify:track:7tTRFVlFzk6yTnoMcParmi,"JUST LIKE YOU","CLOUDS (THE MIXTAPE)","NF",2021-03-26,251236,67,false,204029,2021-09-03T08:10:48Z,"christian hip hop","NF Real Music",0.775,0.757,9,-4.607,0,0.228,0.489,0,0.28,0.541,140.044,4
spotify:track:6cmm1LMvZdB5zsCwX5BjqE,"Down","All Or Nothing","Jay Sean,Lil Wayne",2009-01-01,212506,82,false,204029,2021-09-14T05:11:19Z,"rap,hip hop","Cash Money",0.727,0.68,2,-4.498,1,0.0286,0.0101,0,0.0821,0.728,132.012,4
spotify:track:6A5NlmBCsCGbJ27jHQgKV5,"Do You Remember","All Or Nothing","Jay Sean,Sean Paul,Lil Jon",2009-01-01,210800,74,false,204029,2021-09-15T08:42:46Z,"dancehall,crunk","Cash Money",0.854,0.674,11,-4.896,1,0.0705,0.0204,0,0.101,0.818,125.845,4
spotify:track:06SVO4bR0gdOh90fnmtiGu,"I Dont Belong","Frankie Chavez","Frankie Chavez",2011-01-28,245343,30,false,204029,2021-09-17T09:37:29Z,"surf rock","Frankie Chavez",0.476,0.398,0,-10.355,0,0.0292,0.786,0.0517,0.127,0.578,103.853,4
spotify:track:1huvTbEYtgltjQRXzrNKGi,"Don't","x (Deluxe Edition)","Ed Sheeran",2014-06-21,219840,74,false,204029,2021-09-19T06:16:23Z,"soft pop","Atlantic Records UK",0.806,0.608,1,-7.008,1,0.0659,0.0113,0,0.635,0.849,95.049,4
spotify:track:6H3Wa6hWR9DRMzMSd4pZkT,"Make Your Own Kind Of Music","Mama's Big Ones","Cass Elliot",1973-09-28,139533,70,false,204029,2021-10-01T10:54:44Z,"","Geffen",0.53,0.562,4,-13.018,1,0.0409,0.613,0.00000137,0.257,0.697,121.081,4
spotify:track:32BeYxKPrig1LefHsC0Xuo,"Happier Than Ever - Edit","Happier Than Ever (Edit)","Billie Eilish",2021-07-28,151444,73,true,204029,2021-10-04T02:08:49Z,"","Darkroom/Interscope Records",0.334,0.599,0,-5.742,1,0.0365,0.0468,0.000392,0.205,0.127,161.74,3
spotify:track:0MMyJUC3WNnFS1lit5pTjk,"jealousy jealousy","SOUR","Olivia Rodrigo",2021-05-21,173160,83,false,204029,2021-10-13T05:09:12Z,"","Olivia Rodrigo PS",0.695,0.575,10,-6.334,0,0.116,0.198,0,0.0614,0.699,163.929,4
spotify:track:2eAvDnpXP5W0cVtiI0PUxV,"Dandelions","Safe Haven","Ruth B.",2017-05-05,233720,88,false,204029,2021-11-07T02:58:07Z,"","Columbia",0.609,0.692,1,-2.958,1,0.0259,0.0157,0,0.0864,0.454,116.959,3
spotify:track:0xZgdvjmnEHdpDVm0evG0g,"Good Night","Reece Mastin","Reece Mastin",2011-12-09,182160,44,false,204029,2021-11-11T11:36:27Z,"","Sony Music Entertainment",0.637,0.887,7,-3.363,1,0.0384,0.00279,0,0.0458,0.901,117.978,4
